"","Freq_of_make","Freq_of_address","Freq_of_all","Freq_of_3d","Freq_of_our","Freq_of_over","Freq_of_remove","Freq_of_internet","Freq_of_order","Freq_of_mail","Freq_of_receive","Freq_of_will","Freq_of_people","Freq_of_report","Freq_of_addresses","Freq_of_free","Freq_of_business","Freq_of_email","Freq_of_you","Freq_of_credit","Freq_of_your","Freq_of_font","Freq_of_0","Freq_of_money","Freq_of_hp","Freq_of_hpl","Freq_of_george","Freq_of_650","Freq_of_lab","Freq_of_labs","Freq_of_telnet","Freq_of_857","Freq_of_data","Freq_of_415","Freq_of_85","Freq_of_technology","Freq_of_1999","Freq_of_parts","Freq_of_pm","Freq_of_direct","Freq_of_cs","Freq_of_meeting","Freq_of_original","Freq_of_project","Freq_of_re","Freq_of_edu","Freq_of_table","Freq_of_conference","Freq_of_semi-colon","Freq_of_opening_bracket","Freq_of_opening_bracebracket","Freq_of_exclamation_mark","Freq_of_dollar_sign","Freq_of_pound_sign","average_CapitalLetters_length","longest_CapitalLetters_length","Total_CapitalLetters_length","Spam"
"1",-0.490394835843993,1.36235151542076,0.491351644189645,-0.074207005077989,-0.274259271606699,-0.543215902868966,-0.481385092833291,-0.382005891209934,-0.479308485622876,-0.555141083267769,-0.471921297639436,0.140431729158131,-0.409683534056059,-0.262098010417624,-0.289512133817182,-0.195783392455173,-0.45907832713542,1.45735478935775,-0.21350603466667,-0.260684164361507,-0.342491965560908,-0.165218605011256,-0.475877843712768,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,-0.386225566169414,-0.172786102685629,0.355137834957351,-0.484018088798717,-0.128896428779293,-0.115618975228054,-0.144989810155618,-0.233455107447224,NA
"2",0.185618147431591,0.330593254220704,0.200125055528577,-0.074207005077989,-0.528785977033073,0.326546345774472,-0.114323054431459,-0.253533430818126,-0.479308485622876,0.933650735270632,0.364864263324901,0.374412912496898,1.44542332745542,0.396485513251211,0.0721215758554416,-0.373443632962977,-0.347305414911428,-0.0588900475674131,0.7693356175625,-0.260684164361507,0.170794347986667,-0.165218605011256,0.352390353425132,0.361509946770906,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,0.0988379730499295,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,0.0816249807113253,-0.172786102685629,-0.190427250265401,0.0153179287607647,-0.050457484287606,-0.0883751655265097,-0.0113379259721039,0.675546356824087,NA
"3",-0.297248269193826,-0.471885393379344,0.636964938520179,-0.074207005077989,1.01251462804886,0.0469799087105095,-0.149281343803062,-0.16176738768112,1.32450321014106,-0.159185812379897,1.04226209839127,-0.155944436404308,-0.0672022673154781,-0.262098010417624,4.23090923709061,-0.452403739855334,-0.363272973800569,1.0670343362879,-0.57728508776448,0.145205438161163,-0.709125046666319,-0.165218605011256,1.75852008344994,-0.25454657033455,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,0.153110256778896,-0.023485569615051,-0.0889392560384622,2.22020664467403,-0.102066542030283,-0.201663809550576,0.338056316174128,-0.0658560365669103,-0.0783523203472704,-0.11540060808299,0.12061252628472,-0.172786102685629,-0.319427861549598,0.026414284706531,-0.112554982010191,0.00605532951411589,1.27172016218963,2.1675207601814,NA
"4",-0.490394835843993,-0.471885393379344,-0.839969903975236,-0.074207005077989,0.164092276627612,-0.543215902868966,0.0604683924265566,0.77424625231634,0.394412804512778,0.44266619936967,0.763333578069823,-0.374326874187158,0.475059738357109,-0.262098010417624,-0.289512133817182,-0.205653405816718,-0.45907832713542,-0.479235150873398,0.584255046688176,-0.260684164361507,-0.872073082713168,-0.165218605011256,-0.475877843712768,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,0.0993465923355957,-0.172786102685629,-0.506209996638176,-0.484018088798717,-0.128896428779293,-0.120012490931028,-0.215157049351962,-0.338899277302696,NA
"5",-0.490394835843993,-0.471885393379344,-0.839969903975236,-0.074207005077989,0.164092276627612,-0.543215902868966,0.0604683924265566,0.77424625231634,0.394412804512778,0.44266619936967,0.763333578069823,-0.374326874187158,0.475059738357109,-0.262098010417624,-0.289512133817182,-0.205653405816718,-0.45907832713542,-0.479235150873398,0.584255046688176,-0.260684164361507,-0.872073082713168,-0.165218605011256,-0.475877843712768,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,0.0922579476858876,-0.172786102685629,-0.508897509373263,-0.484018088798717,-0.128896428779293,-0.120012490931028,-0.215157049351962,-0.338899277302696,NA
"6",-0.490394835843993,-0.471885393379344,-0.839969903975236,-0.074207005077989,1.88921772451748,-0.543215902868966,-0.481385092833291,3.01333770485928,-0.479308485622876,-0.555141083267769,-0.471921297639436,-0.857887986420611,-0.409683534056059,-0.262098010417624,-0.289512133817182,-0.511623820024601,-0.45907832713542,-0.479235150873398,-1.44524914427855,-0.260684164361507,-1.12464253858578,-0.165218605011256,-0.475877843712768,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,0.404158312273047,-0.172786102685629,-0.690304618991666,-0.484018088798717,-0.128896428779293,-0.130785632175306,-0.298689476966658,-0.504943544776255,NA
"7",-0.490394835843993,-0.471885393379344,-0.839969903975236,-0.074207005077989,1.98820033218329,-0.543215902868966,-0.481385092833291,-0.382005891209934,-0.479308485622876,0.458504410205185,3.35338412391182,1.13875144473687,-0.409683534056059,-0.262098010417624,-0.289512133817182,0.435897462683683,-0.45907832713542,0.00115925290487039,1.01185498629437,-0.260684164361507,-0.603208823235867,-0.165218605011256,-0.475877843712768,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,-0.194832160627294,-0.172786102685629,-0.469928574714495,-0.334217283530873,-0.128896428779293,-0.157447652126228,-0.335443745117124,-0.434647431539274,NA
"8",-0.490394835843993,-0.471885393379344,-0.839969903975236,-0.074207005077989,1.93163884208854,-0.543215902868966,-0.481385092833291,3.06839733074149,-0.479308485622876,-0.555141083267769,-0.471921297639436,-0.857887986420611,-0.409683534056059,-0.262098010417624,-0.289512133817182,-0.511623820024601,-0.45907832713542,-0.479235150873398,-1.44524914427855,-0.260684164361507,-1.12464253858578,-0.165218605011256,-0.475877843712768,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,0.343904832750528,-0.172786102685629,-0.690304618991666,-0.484018088798717,-0.128896428779293,-0.141819575721587,-0.31205466538501,-0.511003554538064,NA
"9",-0.0075284192185761,-0.471885393379344,0.116917458768272,-0.074207005077989,0.135811531580237,-0.543215902868966,0.0429892477407551,-0.382005891209934,2.11367082703778,0.648562940231364,2.55644549442197,0.57719660472383,-0.409683534056059,-0.262098010417624,-0.289512133817182,-0.511623820024601,-0.45907832713542,-0.254050274102335,-0.660252240225384,4.2167855134667,0.504837821882708,-0.165218605011256,-0.475877843712768,-0.104694985092682,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,1.2079696847541,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,5.80279286116397,-0.102066542030283,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,-0.224546261197113,0.574285783866043,-0.172786102685629,-0.447084716466252,0.0791219754489208,-0.0929452458872697,0.00451057741763657,1.13806827800611,0.953094803914927,NA
"10",-0.297248269193826,-0.127965972979324,0.761776333660636,-0.074207005077989,-0.458084114414636,0.450798095580677,0.182822405227167,-0.382005891209934,-0.310201139145007,-0.555141083267769,-0.471921297639436,0.140431729158131,0.303819104986818,-0.262098010417624,0.0204596173307811,-0.511623820024601,-0.45907832713542,-0.299087249456547,-0.379440339588478,-0.184579863888507,-0.546177010619469,-0.165218605011256,-0.109898872884394,-0.354447627162461,-0.108769386967047,-0.0922890021616619,-0.0464098745031627,-0.0616978056062705,-0.0540866183946468,-0.0577774850976907,-0.0356916449827908,-0.0332227797685453,-0.129873344237459,-0.0493715489761739,-0.105119650853259,-0.19987095512136,-0.161942217381808,-0.0936358934455679,-0.138791115942192,-0.241472395019454,-0.023485569615051,-0.0889392560384622,-0.168184166319255,0.878746041190053,-0.387554744241803,-0.109967149632666,-0.0658560365669103,-0.0783523203472704,0.212036351259377,-0.279895896423792,-0.172786102685629,-0.362428065310997,-0.25931688089695,-0.128896428779293,-0.156284072624984,-0.205133158038199,0.337397812115159,NA
